tagh,gin,shintip,norakaruyc,verelak,senyak,sanhanguyc,makeres,patshgamb,veranorogum,tan_hark,shenqi_hark
Adjapnyak,58000,panelayin,0,1,3,1,77,1,good_cond,13,14
Adjapnyak,67000,qare,0,0,3,1,79,1,good_cond,2,4
Adjapnyak,78000,monolit,1,1,3,1,80,1,norm_cond,2,14
Adjapnyak,30000,qare,0,0,1,1,30,0,norm_cond,1,4
Adjapnyak,45000,panelayin,1,1,1,1,50,1,bad_cond,10,10
Adjapnyak,42000,qare,0,0,2,1,47,1,norm_cond,3,4
Adjapnyak,49000,panelayin,0,1,4,2,87,2,good_cond,15,16
Adjapnyak,47000,panelayin,1,1,1,1,47,0,good_cond,1,8
Adjapnyak,44000,qare,0,0,1,1,48,1,norm_cond,1,5
Adjapnyak,45000,panelayin,0,1,2,1,69,1,norm_cond,7,9
Adjapnyak,70000,qare,0,0,5,3,251,2,norm_cond,4,4
Adjapnyak,100000,panelayin,0,1,4,1,100,0,bad_cond,9,9
Adjapnyak,80000,qare,0,0,3,1,78,1,norm_cond,3,5
Adjapnyak,38500,qare,0,0,1,1,30,0,bad_cond,1,4
Adjapnyak,55000,monolit,1,1,1,1,48,0,good_cond,6,12
Adjapnyak,85000,qare,0,0,3,1,75,1,norm_cond,3,4
Arabkir,88000,qare,0,0,2,1,67,1,good_cond,4,5
Arabkir,62000,qare,0,0,1,1,48,1,good_cond,1,5
Arabkir,53000,qare,0,0,3,1,60,1,norm_cond,5,5
Arabkir,87000,qare,0,0,4,1,107,1,good_cond,5,5
Arabkir,103000,qare,0,0,3,2,137,1,good_cond,1,5
Arabkir,160000,qare,0,0,4,2,110,1,good_cond,4,5
Arabkir,93000,qare,0,0,4,1,93,2,norm_cond,5,5
Arabkir,255000,monolit,1,1,3,2,119,2,good_cond,8,15
Arabkir,67650,qare,0,0,2,1,55,1,good_cond,5,5
Arabkir,80000,panelayin,0,1,4,1,85,1,good_cond,5,9
Arabkir,78000,qare,0,1,3,1,60,0,good_cond,1,12
Arabkir,79000,panelayin,0,1,3,1,70,1,good_cond,3,12
Arabkir,34000,qare,0,0,2,1,32,1,good_cond,2,2
Arabkir,66000,qare,0,0,2,1,89,0,bad_cond,1,5
Arabkir,230000,monolit,1,1,4,3,135,1,good_cond,2,8
Arabkir,95000,panelayin,0,1,3,1,89,0,bad_cond,8,9
Arabkir,115000,monolit,1,1,3,1,78,0,good_cond,6,18
Arabkir,61000,qare,0,0,2,1,58,1,norm_cond,5,5
Arabkir,134900,monolit,1,1,3,1,85,0,good_cond,2,8
Arabkir,110000,qare,0,0,4,1,104,1,bad_cond,2,5
Arabkir,57000,panelayin,0,1,2,1,55,0,good_cond,7,9
Arabkir,60000,panelayin,0,1,4,1,97,0,bad_cond,9,9
Arabkir,100000,qare,0,0,4,1,100,1,good_cond,5,5
Arabkir,65000,panelayin,0,1,2,1,69,1,good_cond,2,9
Arabkir,63000,qare,0,0,2,1,50,1,good_cond,3,5
Arabkir,89000,qare,0,0,2,1,64,1,good_cond,2,5
Arabkir,157000,panelayin,0,1,4,1,92,1,good_cond,14,16
Arabkir,90000,monolit,1,1,2,1,62,1,good_cond,2,12
Arabkir,63000,panelayin,0,1,2,1,69,0,good_cond,8,8
Arabkir,75000,qare,0,0,2,1,56,1,good_cond,3,5
Arabkir,75000,panelayin,0,1,3,1,89,1,norm_cond,13,14
Arabkir,66500,qare,0,0,2,1,69,1,norm_cond,4,5
Arabkir,85000,monolit,1,1,2,1,79,1,good_cond,9,10
Arabkir,100000,qare,0,0,3,1,72,1,good_cond,2,4
Arabkir,85000,qare,0,0,4,2,105,2,norm_cond,5,5
Arabkir,72000,panelayin,0,1,3,2,80,1,norm_cond,5,9
Arabkir,120000,monolit,0,0,3,1,88,0,norm_cond,3,5
Arabkir,115000,qare,0,0,4,3,160,2,good_cond,1,5
Arabkir,82000,panelayin,0,1,3,1,85,1,good_cond,1,14
Arabkir,82000,panelayin,0,1,3,1,85,1,good_cond,1,14
Arabkir,129000,panelayin,0,1,3,1,90,1,good_cond,5,9
Arabkir,145000,panelayin,1,1,2,1,75,1,good_cond,4,14
Arabkir,65000,qare,0,0,2,1,62,1,norm_cond,4,5
Arabkir,94000,qare,0,0,4,1,80,1,good_cond,2,5
Arabkir,100000,panelayin,0,1,3,1,86,2,good_cond,4,14
Arabkir,115000,monolit,1,1,3,2,95,2,bad_cond,10,18
Arabkir,112000,qare,0,1,3,1,110,1,norm_cond,6,6
Arabkir,75000,monolit,1,1,2,1,58,1,good_cond,2,14
Arabkir,62000,qare,0,0,1,1,31,1,norm_cond,5,5
Arabkir,130000,qare,0,0,5,2,131,1,good_cond,5,5
Arabkir,46000,qare,0,0,2,1,48,1,good_cond,3,3
Arabkir,125000,qare,0,0,2,1,70,1,good_cond,1,5
Arabkir,80000,qare,0,0,2,1,52,2,good_cond,2,5
Arabkir,102000,monolit,0,1,3,1,70,1,good_cond,8,9
Arabkir,80000,panelayin,0,1,3,1,65,1,norm_cond,1,14
Arabkir,140000,panelayin,0,1,4,1,105,2,norm_cond,7,13
Arabkir,105000,qare,0,0,5,2,137,1,good_cond,1,4
Arabkir,165000,panelayin,0,1,4,2,177,1,good_cond,8,9
Arabkir,68000,qare,0,1,2,1,50,1,good_cond,4,6
Arabkir,65000,panelayin,0,1,2,1,70,0,good_cond,15,16
Arabkir,52000,panelayin,0,1,1,1,48,1,norm_cond,2,16
Arabkir,130000,qare,0,0,4,1,110,0,bad_cond,3,5
Arabkir,90000,panelayin,0,1,3,2,96,1,good_cond,14,16
Arabkir,125000,qare,1,1,3,2,90,1,good_cond,2,8
Arabkir,140000,qare,1,0,5,1,221,1,good_cond,1,1
Arabkir,115000,qare,0,0,2,1,72,1,good_cond,3,3
Arabkir,80000,qare,0,0,2,1,50,1,good_cond,2,3
Arabkir,95000,qare,1,1,2,1,69,1,good_cond,6,6
Arabkir,110000,monolit,1,1,3,1,75,1,norm_cond,9,14
Arabkir,54000,qare,0,0,2,2,50,0,good_cond,1,5
Arabkir,115000,qare,0,0,3,2,70,1,good_cond,4,5
Arabkir,135000,panelayin,0,1,3,1,102,1,norm_cond,1,9
Arabkir,159000,qare,0,0,5,2,144,2,good_cond,5,5
Arabkir,67000,panelayin,0,1,3,1,62,1,good_cond,5,9
Arabkir,72500,panelayin,0,0,3,1,98,1,norm_cond,3,3
Arabkir,73000,monolit,0,0,2,1,80,0,bad_cond,4,4
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,57000,panelayin,0,1,2,1,65,0,norm_cond,3,9
Arabkir,65000,qare,0,0,2,1,67,1,norm_cond,5,5
Arabkir,285000,monolit,1,0,3,2,172,2,good_cond,1,5
Arabkir,145000,monolit,1,0,3,2,90,1,good_cond,1,5
Arabkir,69000,qare,0,0,3,1,78,0,good_cond,1,4
Arabkir,43000,qare,0,0,1,1,30,0,bad_cond,1,5
Arabkir,96000,qare,0,0,3,1,82,2,norm_cond,4,5
Arabkir,86000,monolit,1,1,2,1,46,1,good_cond,7,8
Arabkir,77000,qare,0,0,4,2,78,2,good_cond,5,5
Arabkir,95000,panelayin,0,1,4,2,97,1,norm_cond,5,16
Arabkir,84000,panelayin,0,1,4,1,94,2,bad_cond,8,10
Arabkir,126000,monolit,1,1,2,1,74,1,good_cond,11,15
Arabkir,100000,panelayin,0,1,3,1,94,1,norm_cond,6,7
Arabkir,40500,panelayin,0,0,2,1,50,1,norm_cond,1,2
Arabkir,40000,monolit,0,1,1,1,43,0,good_cond,4,7
Arabkir,74000,qare,0,0,2,1,62,1,good_cond,3,5
Arabkir,85500,qare,1,1,2,1,46,1,good_cond,7,9
Arabkir,70000,qare,0,0,3,1,62,1,norm_cond,2,5
Arabkir,80000,qare,0,0,2,1,71,2,good_cond,1,4
Arabkir,73000,qare,0,0,2,1,56,0,norm_cond,2,5
Arabkir,35000,panelayin,0,1,2,1,37,0,good_cond,1,9
Arabkir,249000,monolit,1,1,3,3,111,1,good_cond,13,17
Arabkir,255000,monolit,1,1,3,2,119,2,good_cond,8,15
Arabkir,133000,monolit,1,1,4,2,91,1,good_cond,10,12
Arabkir,87000,panelayin,0,1,3,1,81,0,good_cond,5,14
Arabkir,57000,panelayin,0,1,2,1,55,0,good_cond,7,9
Arabkir,86000,qare,0,0,4,1,68,1,good_cond,3,5
Arabkir,100000,qare,0,0,3,1,75,1,good_cond,2,5
Arabkir,44000,qare,0,0,1,1,31,1,norm_cond,3,5
Arabkir,110000,monolit,0,1,3,1,93,0,good_cond,1,9
Arabkir,80000,qare,0,0,3,1,77,1,norm_cond,2,5
Arabkir,110000,qare,0,0,3,1,90,2,good_cond,4,5
Arabkir,53000,panelayin,0,1,2,1,53,1,good_cond,7,9
Arabkir,83000,panelayin,0,1,4,1,105,1,bad_cond,9,10
Arabkir,155000,qare,0,0,3,1,88,0,good_cond,1,5
Arabkir,55000,qare,0,0,2,1,41,0,norm_cond,1,5
Arabkir,88000,monolit,1,1,3,2,80,1,bad_cond,14,14
Arabkir,65000,qare,0,0,1,1,38,1,good_cond,5,5
Arabkir,65000,qare,0,1,2,1,68,1,norm_cond,11,12
Arabkir,85000,qare,0,0,3,1,77,1,good_cond,5,5
Arabkir,115000,monolit,1,1,3,2,100,1,bad_cond,8,8
Arabkir,60000,monolit,0,1,2,1,50,0,good_cond,8,9
Arabkir,255000,monolit,1,1,3,2,119,2,good_cond,8,15
Arabkir,100000,panelayin,0,1,3,1,80,1,norm_cond,9,9
Arabkir,149600,monolit,1,1,4,2,136,2,bad_cond,3,16
Arabkir,60000,panelayin,0,1,2,1,60,0,norm_cond,1,9
Arabkir,67000,qare,0,1,2,1,69,0,norm_cond,6,6
Arabkir,52000,qare,0,0,1,1,45,1,bad_cond,5,5
Arabkir,80000,qare,1,0,2,1,55,2,good_cond,4,5
Arabkir,45000,qare,0,1,2,1,47,0,good_cond,4,6
Arabkir,48000,panelayin,0,1,2,1,55,1,good_cond,1,14
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,90000,monolit,1,1,1,1,40,0,norm_cond,7,18
Arabkir,68000,qare,0,0,2,1,68,0,bad_cond,4,5
Arabkir,90000,qare,0,0,2,1,83,0,good_cond,2,2
Arabkir,93000,qare,0,0,2,1,56,1,good_cond,5,5
Arabkir,80000,monolit,1,0,3,1,87,1,good_cond,1,2
Arabkir,107000,qare,0,0,4,1,90,1,good_cond,5,5
Arabkir,91000,panelayin,0,1,2,1,83,1,good_cond,5,16
Arabkir,40000,monolit,1,0,2,1,60,0,good_cond,2,5
Arabkir,109000,monolit,1,1,3,2,91,1,bad_cond,5,12
Arabkir,75000,panelayin,0,1,3,2,77,1,good_cond,1,14
Arabkir,95000,qare,0,0,3,2,117,2,norm_cond,2,5
Arabkir,86300,panelayin,0,1,3,1,78,1,good_cond,3,9
Arabkir,88000,qare,0,0,4,1,86,1,good_cond,5,5
Arabkir,44000,panelayin,0,1,2,1,43,1,norm_cond,8,9
Arabkir,90000,qare,0,0,3,1,63,1,good_cond,3,5
Arabkir,65000,aghyuse,0,0,3,1,68,0,good_cond,1,2
Arabkir,37700,qare,0,0,1,1,31,1,good_cond,3,5
Arabkir,84000,panelayin,0,1,4,1,84,1,good_cond,8,9
Arabkir,150000,qare,0,0,2,1,110,2,good_cond,4,5
Arabkir,150000,qare,0,0,2,1,110,2,good_cond,4,5
Arabkir,87000,panelayin,0,1,3,1,81,0,good_cond,5,14
Arabkir,90000,qare,0,0,2,1,82,1,good_cond,5,5
Arabkir,64000,qare,0,0,2,1,49,1,good_cond,2,5
Arabkir,48500,panelayin,0,1,1,1,43,0,norm_cond,7,9
Arabkir,145000,monolit,0,1,3,1,98,0,good_cond,4,7
Arabkir,119000,qare,0,0,3,1,80,1,good_cond,3,5
Arabkir,62000,panelayin,0,1,2,1,52,1,norm_cond,1,9
Arabkir,150000,monolit,1,1,3,2,105,1,good_cond,10,11
Arabkir,75000,panelayin,0,1,2,1,52,0,good_cond,6,9
Arabkir,56000,qare,0,0,1,1,39,1,good_cond,3,4
Arabkir,160000,monolit,1,1,3,1,100,2,good_cond,7,16
Arabkir,67500,qare,0,0,2,1,58,1,good_cond,5,5
Arabkir,99500,monolit,1,1,2,1,55,1,good_cond,11,17
Arabkir,95000,panelayin,0,1,2,1,70,2,good_cond,6,9
Arabkir,93000,panelayin,1,1,3,1,93,1,bad_cond,3,10
Arabkir,108000,monolit,1,1,3,2,90,1,bad_cond,7,8
Arabkir,67000,monolit,1,1,2,1,52,1,bad_cond,4,8
Arabkir,88000,panelayin,0,1,3,2,80,1,norm_cond,7,9
Arabkir,60000,qare,0,0,2,1,57,1,norm_cond,1,5
Arabkir,95000,qare,0,0,3,1,80,1,good_cond,2,5
Arabkir,85000,panelayin,0,1,3,1,88,1,norm_cond,5,14
Arabkir,61000,qare,0,0,2,1,66,1,norm_cond,1,5
Arabkir,55000,qare,0,0,2,1,44,1,good_cond,5,5
Arabkir,175000,monolit,1,1,3,1,112,1,good_cond,6,15
Arabkir,68000,qare,0,1,2,1,59,1,good_cond,4,6
Arabkir,86000,qare,0,0,4,1,67,1,good_cond,3,5
Arabkir,105000,panelayin,0,1,3,2,90,1,good_cond,3,12
Arabkir,57000,panelayin,0,1,1,1,54,0,good_cond,7,9
Arabkir,79000,qare,0,0,4,1,95,2,norm_cond,5,5
Arabkir,45000,qare,0,0,3,1,55,0,good_cond,5,5
Arabkir,48000,qare,0,0,1,1,45,1,norm_cond,1,5
Arabkir,78000,monolit,0,1,2,1,67,0,good_cond,6,10
Arabkir,77000,panelayin,0,1,3,1,79,0,norm_cond,8,9
Arabkir,65000,qare,0,0,2,1,43,1,good_cond,2,5
Arabkir,77000,panelayin,0,1,3,1,90,0,good_cond,11,16
Arabkir,82000,qare,0,1,3,1,79,1,good_cond,1,14
Arabkir,90000,monolit,1,1,3,2,105,2,good_cond,15,16
Arabkir,180000,monolit,1,1,3,2,106,1,good_cond,4,12
Arabkir,77500,qare,0,0,2,1,57,2,good_cond,3,5
Arabkir,42000,qare,0,0,1,1,47,1,norm_cond,5,5
Arabkir,127000,monolit,1,1,2,1,68,1,good_cond,10,15
Arabkir,88000,qare,0,0,2,1,67,1,good_cond,4,5
Arabkir,100000,qare,0,0,3,1,75,1,good_cond,2,5
Arabkir,103000,qare,0,0,3,2,137,1,good_cond,1,5
Arabkir,86000,qare,0,0,4,1,68,1,good_cond,3,5
Arabkir,87000,qare,0,0,4,1,107,1,good_cond,5,5
Arabkir,150000,qare,0,1,4,2,132,0,good_cond,7,7
Arabkir,85000,panelayin,0,1,3,1,88,1,norm_cond,5,14
Arabkir,120000,panelayin,0,1,3,1,94,1,good_cond,8,9
Arabkir,100000,panelayin,0,1,3,1,69,2,norm_cond,9,14
Arabkir,125000,qare,0,1,5,1,118,2,bad_cond,5,6
Arabkir,80000,qare,0,0,3,2,83,1,bad_cond,2,4
Arabkir,81500,qare,0,0,3,1,75,1,norm_cond,1,5
Arabkir,68000,monolit,1,1,2,1,48,1,good_cond,15,19
Arabkir,120000,qare,0,0,3,3,73,1,good_cond,2,3
Arabkir,110000,qare,0,0,3,1,73,1,good_cond,2,3
Arabkir,88000,panelayin,0,0,4,2,109,1,norm_cond,2,5
Arabkir,76500,qare,0,0,5,1,105,2,norm_cond,5,5
Arabkir,81000,panelayin,0,1,3,1,65,1,good_cond,7,9
Arabkir,85000,qare,0,0,3,1,70,0,good_cond,1,5
Arabkir,70000,qare,1,1,2,1,42,0,good_cond,6,8
Arabkir,36000,qare,0,0,2,1,40,0,good_cond,1,4
Arabkir,75000,qare,0,0,3,1,81,1,bad_cond,2,5
Arabkir,230000,monolit,1,1,3,2,135,1,good_cond,2,8
Arabkir,26000,qare,0,0,1,1,23,0,good_cond,3,5
Arabkir,115000,qare,0,0,3,1,79,1,good_cond,4,5
Arabkir,96000,monolit,1,1,4,2,96,1,bad_cond,9,12
Arabkir,65000,monolit,0,1,2,2,50,0,good_cond,4,9
Arabkir,72000,qare,0,1,3,1,86,1,norm_cond,2,9
Arabkir,77000,qare,0,0,4,2,78,1,good_cond,5,5
Arabkir,76000,panelayin,0,1,3,1,73,1,good_cond,9,9
Arabkir,115000,qare,0,0,3,2,120,2,good_cond,1,5
Arabkir,110000,qare,0,0,3,1,70,0,good_cond,5,5
Arabkir,21000,panelayin,0,0,3,1,72,1,norm_cond,1,4
Arabkir,73000,qare,0,0,3,1,64,0,norm_cond,1,2
Arabkir,222000,qare,1,1,3,2,124,1,good_cond,5,19
Arabkir,103000,monolit,1,1,2,1,60,1,good_cond,5,15
Arabkir,250000,monolit,1,1,3,1,94,1,good_cond,11,14
Arabkir,135000,qare,0,1,3,1,86,0,good_cond,6,6
Arabkir,110000,qare,0,0,4,1,128,1,bad_cond,2,5
Arabkir,65000,panelayin,0,1,2,1,63,1,norm_cond,12,14
Arabkir,90000,aghyuse,0,0,5,1,115,0,bad_cond,4,5
Arabkir,57000,panelayin,0,1,3,1,53,0,good_cond,14,14
Arabkir,105000,qare,0,0,3,1,86,1,good_cond,4,5
Arabkir,147000,qare,0,0,5,3,161,1,bad_cond,2,5
Arabkir,55000,qare,0,0,2,1,47,1,good_cond,4,5
Arabkir,65000,qare,0,0,2,1,39,1,good_cond,3,4
Arabkir,77000,panelayin,0,1,2,1,50,1,good_cond,1,7
Arabkir,195000,monolit,1,1,3,1,101,1,good_cond,7,18
Arabkir,120000,panelayin,0,1,4,1,82,1,good_cond,3,9
Arabkir,148000,monolit,1,1,3,2,123,2,bad_cond,6,18
Arabkir,55000,qare,0,0,1,1,48,1,good_cond,5,5
Arabkir,155000,qare,0,0,5,2,180,2,good_cond,5,5
Arabkir,77000,panelayin,0,1,2,1,70,1,good_cond,1,9
Arabkir,107000,qare,0,0,3,2,74,1,good_cond,5,5
Arabkir,145000,monolit,1,1,3,2,92,1,good_cond,2,8
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,132000,monolit,1,1,3,2,98,1,good_cond,2,8
Arabkir,82000,qare,0,0,3,1,62,1,good_cond,3,5
Arabkir,110000,panelayin,0,1,4,1,98,0,norm_cond,8,8
Arabkir,47000,qare,0,0,2,1,60,1,norm_cond,1,5
Arabkir,26000,qare,0,1,1,1,19,0,good_cond,4,6
Arabkir,86000,panelayin,0,1,4,2,100,1,norm_cond,4,9
Arabkir,280000,monolit,0,1,3,1,165,0,bad_cond,5,16
Arabkir,52000,qare,0,0,1,1,44,1,bad_cond,3,5
Arabkir,78000,qare,0,0,3,1,63,0,good_cond,5,5
Arabkir,65000,qare,0,0,3,1,45,0,good_cond,5,5
Arabkir,100000,qare,0,0,3,1,140,1,norm_cond,1,5
Arabkir,102000,monolit,1,1,3,1,59,1,good_cond,3,12
Arabkir,60000,qare,0,0,2,1,53,0,norm_cond,2,5
Arabkir,179900,monolit,1,1,3,2,117,1,good_cond,10,12
Arabkir,68000,monolit,0,1,3,1,70,1,norm_cond,1,10
Arabkir,112000,panelayin,0,1,4,1,104,1,good_cond,2,14
Arabkir,75000,panelayin,0,1,3,3,90,2,norm_cond,9,9
Arabkir,63000,qare,0,0,2,1,57,0,norm_cond,4,4
Arabkir,170000,monolit,1,1,3,2,107,0,good_cond,7,12
Arabkir,40000,qare,0,0,2,1,38,1,good_cond,4,4
Arabkir,68000,panelayin,0,1,3,1,78,1,good_cond,16,16
Arabkir,107000,qare,0,0,4,1,107,2,norm_cond,1,4
Arabkir,86500,monolit,1,1,2,1,47,1,good_cond,7,8
Arabkir,95000,panelayin,0,1,3,1,88,1,good_cond,9,12
Arabkir,80000,qare,0,0,3,1,76,1,good_cond,5,5
Arabkir,99000,qare,0,1,3,1,94,1,good_cond,6,6
Arabkir,73000,qare,0,0,2,2,70,1,norm_cond,5,5
Arabkir,110000,qare,0,0,3,2,93,0,good_cond,2,5
Arabkir,59000,qare,0,0,2,1,45,0,good_cond,5,5
Arabkir,85000,qare,0,1,3,1,80,0,good_cond,2,8
Arabkir,55000,qare,0,1,3,1,42,0,bad_cond,1,6
Arabkir,70000,qare,0,0,2,1,57,1,norm_cond,4,5
Arabkir,120000,monolit,1,1,2,1,70,1,good_cond,5,8
Arabkir,72000,qare,0,1,3,1,80,1,bad_cond,1,6
Arabkir,195000,qare,0,0,3,1,84,1,bad_cond,3,5
Arabkir,72000,qare,0,0,1,1,35,0,bad_cond,1,5
Arabkir,80000,qare,0,0,3,1,76,2,norm_cond,4,5
Arabkir,65000,monolit,0,1,2,2,48,0,good_cond,4,10
Arabkir,72000,qare,0,0,2,1,68,0,good_cond,5,5
Arabkir,53000,qare,0,0,2,1,63,1,bad_cond,5,5
Arabkir,123000,qare,0,0,3,1,88,0,bad_cond,4,5
Arabkir,150000,qare,0,1,4,2,132,0,good_cond,7,7
Arabkir,103000,qare,0,0,3,2,137,1,good_cond,1,5
Arabkir,86000,qare,0,0,4,1,68,1,good_cond,3,5
Arabkir,87000,panelayin,0,1,3,1,81,0,good_cond,5,14
Arabkir,62000,qare,0,0,1,1,48,1,good_cond,1,5
Arabkir,120000,panelayin,0,1,3,1,94,1,good_cond,8,9
Arabkir,133000,monolit,1,1,4,2,91,1,good_cond,10,12
Arabkir,85000,panelayin,0,1,3,1,88,1,norm_cond,5,14
Arabkir,125000,monolit,1,1,3,1,96,1,good_cond,3,16
Arabkir,79000,panelayin,0,1,3,1,64,0,good_cond,8,9
Arabkir,148000,monolit,1,1,3,2,85,1,good_cond,6,10
Arabkir,126000,monolit,1,1,3,2,97,1,good_cond,8,8
Arabkir,150000,qare,0,0,3,1,91,0,good_cond,2,5
Arabkir,61000,qare,0,0,2,1,44,1,good_cond,2,5
Arabkir,100000,qare,0,1,3,1,85,0,good_cond,1,14
Arabkir,85000,panelayin,0,1,3,1,78,0,good_cond,9,14
Arabkir,25000,qare,0,1,2,1,40,0,norm_cond,7,7
Arabkir,49000,panelayin,0,1,2,2,44,1,good_cond,1,9
Arabkir,77000,qare,0,0,2,1,65,1,good_cond,4,5
Arabkir,87000,qare,0,1,2,1,78,1,norm_cond,5,6
Arabkir,65000,qare,0,0,2,1,56,1,norm_cond,1,5
Arabkir,120000,qare,0,0,4,1,97,1,good_cond,1,4
Arabkir,60000,monolit,1,1,2,1,55,1,bad_cond,3,12
Arabkir,100000,panelayin,0,1,3,1,81,1,good_cond,9,14
Arabkir,76000,qare,0,0,2,1,66,0,norm_cond,3,5
Arabkir,135000,panelayin,1,1,4,1,102,0,good_cond,9,10
Arabkir,235000,monolit,1,1,3,2,100,1,good_cond,8,16
Arabkir,90000,panelayin,0,1,3,1,80,1,good_cond,6,14
Arabkir,178000,monolit,1,1,3,1,102,1,good_cond,8,18
Arabkir,146000,qare,0,0,4,1,130,0,bad_cond,2,5
Arabkir,160000,monolit,1,1,4,2,100,2,good_cond,7,16
Arabkir,80000,qare,0,0,2,1,78,1,norm_cond,5,5
Arabkir,170000,qare,0,0,4,2,120,1,good_cond,3,4
Arabkir,77000,panelayin,0,1,2,1,65,1,good_cond,9,9
Arabkir,125000,monolit,1,1,4,2,92,1,good_cond,2,10
Arabkir,79000,qare,0,0,3,1,71,0,norm_cond,4,4
Arabkir,63000,qare,0,1,2,1,51,0,bad_cond,7,7
Arabkir,64000,monolit,1,0,1,1,40,1,good_cond,4,4
Arabkir,79000,monolit,1,1,3,1,64,1,good_cond,10,10
Arabkir,86000,monolit,1,1,2,1,57,1,good_cond,7,8
Arabkir,70000,qare,0,0,4,2,105,2,norm_cond,5,5
Arabkir,75000,panelayin,0,1,3,2,96,1,good_cond,3,9
Arabkir,35000,qare,0,0,3,1,65,0,good_cond,3,3
Arabkir,135000,monolit,1,0,3,2,67,1,good_cond,3,5
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,115000,qare,0,0,4,3,160,2,good_cond,1,5
Arabkir,119000,qare,0,0,4,2,145,2,good_cond,5,5
Arabkir,73000,panelayin,0,1,4,1,110,1,good_cond,14,14
Arabkir,75240,panelayin,0,1,3,1,88,2,norm_cond,5,12
Arabkir,98000,qare,0,1,3,1,98,1,norm_cond,2,6
Arabkir,32000,qare,0,0,1,1,31,0,good_cond,1,5
Arabkir,77000,panelayin,0,1,3,1,80,1,norm_cond,12,14
Arabkir,140000,qare,0,0,4,1,94,0,bad_cond,3,5
Arabkir,52000,qare,0,0,1,1,42,1,good_cond,4,5
Arabkir,133000,monolit,1,1,4,2,91,1,good_cond,10,12
Arabkir,30000,qare,0,0,2,1,38,1,norm_cond,2,5
Arabkir,135000,monolit,1,1,3,1,83,1,bad_cond,10,11
Arabkir,119000,qare,0,0,5,2,145,2,good_cond,5,5
Arabkir,119000,qare,0,0,5,2,145,2,good_cond,5,5
Arabkir,180000,monolit,1,1,4,2,120,2,good_cond,3,8
Arabkir,80000,qare,0,0,2,1,43,0,good_cond,1,5
Arabkir,75000,panelayin,0,1,3,1,98,1,bad_cond,11,14
Arabkir,69000,panelayin,0,1,2,1,68,0,norm_cond,5,9
Arabkir,88000,panelayin,0,1,3,1,80,1,norm_cond,14,16
Arabkir,81500,qare,0,0,3,1,76,1,good_cond,4,5
Arabkir,92000,panelayin,0,1,4,1,113,1,norm_cond,8,13
Arabkir,160000,qare,0,0,4,2,110,1,good_cond,4,5
Arabkir,223000,monolit,1,1,4,1,123,0,good_cond,8,13
Arabkir,150000,monolit,1,1,3,2,100,2,good_cond,10,11
Arabkir,49000,panelayin,0,1,2,1,60,0,bad_cond,8,9
Arabkir,56000,qare,0,0,1,1,37,2,norm_cond,3,5
Arabkir,52000,panelayin,0,1,1,1,50,1,good_cond,11,16
Arabkir,74900,qare,0,0,2,1,43,1,good_cond,3,5
Arabkir,80000,qare,0,0,2,1,58,1,norm_cond,2,5
Arabkir,51000,qare,0,0,1,1,45,1,norm_cond,4,5
Arabkir,55000,monolit,0,0,2,1,57,1,bad_cond,1,1
Arabkir,72000,qare,0,1,2,1,66,1,norm_cond,2,7
Arabkir,130000,qare,0,0,4,1,210,0,bad_cond,3,3
Arabkir,58000,panelayin,0,1,1,1,42,1,good_cond,9,10
Arabkir,90000,panelayin,0,1,4,1,98,1,norm_cond,2,9
Arabkir,75000,panelayin,0,1,2,1,69,1,norm_cond,6,9
Arabkir,249000,monolit,1,1,3,3,111,1,good_cond,13,17
Arabkir,150000,monolit,1,1,3,1,88,2,norm_cond,7,17
Arabkir,75000,monolit,1,1,2,1,68,1,bad_cond,12,14
Arabkir,130000,monolit,1,1,2,1,63,1,good_cond,5,9
Arabkir,74000,panelayin,0,1,2,1,69,0,good_cond,1,9
Arabkir,45000,qare,0,0,1,1,39,0,norm_cond,4,5
Arabkir,92000,monolit,1,1,3,2,80,1,bad_cond,9,14
Arabkir,54000,qare,1,1,2,2,54,0,good_cond,1,6
Arabkir,51000,panelayin,0,1,3,2,92,1,norm_cond,2,16
Arabkir,87000,monolit,1,1,2,1,47,1,good_cond,5,8
Arabkir,125000,panelayin,0,1,3,1,96,0,bad_cond,10,16
Arabkir,57000,panelayin,0,1,2,1,55,0,good_cond,7,9
Arabkir,160000,qare,0,0,4,2,110,1,good_cond,4,5
Arabkir,62000,qare,0,0,1,1,48,1,good_cond,1,5
Arabkir,133000,monolit,1,1,4,2,91,1,good_cond,10,12
Arabkir,60000,monolit,1,1,2,1,55,1,bad_cond,3,12
Arabkir,86000,qare,0,0,4,1,68,1,good_cond,3,5
Arabkir,87000,qare,0,0,4,1,107,1,good_cond,5,5
Arabkir,85000,panelayin,0,1,3,1,88,1,norm_cond,5,14
Arabkir,96000,panelayin,0,1,3,2,92,0,good_cond,1,7
Arabkir,85000,monolit,0,0,3,3,100,0,good_cond,2,2
