tagh,gin,shintip,norakaruyc,verelak,senyak,sanhanguyc,makeres,patshgamb,veranorogum,tan_hark,shenqi_hark
Avan,185000,monolit,1,1,4,2,121,2,good_cond,6,14
Avan,72000,panelayin,0,1,4,1,90,1,norm_cond,8,9
Avan,110000,monolit,1,1,3,2,103,2,good_cond,12,14
Avan,95000,panelayin,0,1,3,1,79,1,good_cond,7,9
Avan,40000,panelayin,0,1,1,1,46,0,norm_cond,1,9
Avan,137500,monolit,1,1,4,2,122,2,good_cond,13,14
Avan,70000,panelayin,0,1,3,1,64,0,good_cond,5,9
Avan,167000,monolit,1,0,4,3,120,2,good_cond,3,4
Davitashen,138000,monolit,1,1,2,1,67,1,good_cond,7,16
Davitashen,109000,monolit,1,1,3,2,117,0,bad_cond,14,14
Davitashen,77000,monolit,1,1,3,1,62,2,good_cond,8,11
Davitashen,240000,monolit,1,1,4,3,196,2,good_cond,5,12
Davitashen,195000,monolit,1,1,3,1,142,2,good_cond,8,11
Davitashen,99000,monolit,1,1,2,1,76,2,good_cond,11,11
Davitashen,210000,monolit,1,1,4,2,152,2,good_cond,3,14
Davitashen,128000,monolit,1,1,4,2,138,2,good_cond,12,14
Davitashen,115000,monolit,1,1,3,1,85,1,good_cond,8,14
Davitashen,90000,monolit,1,1,2,1,72,1,good_cond,2,12
Davitashen,100000,panelayin,0,1,3,1,97,1,good_cond,6,9
Davitashen,67000,panelayin,0,1,2,1,62,0,good_cond,5,14
Davitashen,64000,panelayin,0,1,2,1,67,0,good_cond,4,9
Davitashen,130000,monolit,1,1,4,1,105,1,good_cond,6,14
Davitashen,158000,monolit,1,1,4,3,130,2,good_cond,11,11
Davitashen,109000,monolit,1,1,3,2,117,0,bad_cond,14,14
Davitashen,165000,monolit,1,1,5,3,180,2,bad_cond,14,15
Davitashen,54000,monolit,1,1,2,2,53,0,bad_cond,14,15
Davitashen,76000,monolit,1,1,3,1,78,1,norm_cond,11,12
Davitashen,136500,monolit,1,1,3,2,155,2,bad_cond,10,12
Davitashen,59000,monolit,1,0,2,1,66,0,bad_cond,1,3
Davitashen,290000,monolit,1,1,4,3,143,2,good_cond,11,15
Davitashen,129000,monolit,1,1,3,1,70,1,good_cond,12,16
Davitashen,95000,panelayin,0,1,3,1,76,0,good_cond,1,9
Erebuni,47000,qare,0,0,1,1,32,0,good_cond,3,5
Erebuni,67000,qare,0,1,3,1,80,2,bad_cond,3,6
Erebuni,41000,qare,0,0,1,1,30,0,good_cond,1,5
Erebuni,34000,panelayin,0,1,2,1,43,1,norm_cond,3,9
Erebuni,40000,qare,0,0,3,1,80,0,norm_cond,1,2
Qanaqer Zeytun,33000,qare,0,0,1,1,32,1,bad_cond,4,5
Qanaqer Zeytun,145000,monolit,1,1,3,2,88,1,good_cond,8,15
Qanaqer Zeytun,125000,monolit,1,1,3,2,110,1,good_cond,12,16
Qanaqer Zeytun,43000,qare,0,0,2,1,31,1,good_cond,5,5
Qanaqer Zeytun,58000,qare,0,0,3,1,73,0,good_cond,1,5
Qanaqer Zeytun,75000,panelayin,0,1,3,1,77,1,norm_cond,5,9
Qanaqer Zeytun,75000,qare,0,0,3,1,75,1,good_cond,5,5
Qanaqer Zeytun,59900,panelayin,0,1,3,1,64,0,good_cond,9,9
Qanaqer Zeytun,105000,monolit,1,1,3,1,85,2,good_cond,11,14
Qanaqer Zeytun,105000,monolit,1,1,3,1,85,2,good_cond,11,14
Qanaqer Zeytun,155000,monolit,1,1,4,2,140,0,good_cond,10,15
Qanaqer Zeytun,190000,monolit,1,1,4,2,140,2,good_cond,10,14
Qanaqer Zeytun,85000,qare,0,0,4,1,100,1,norm_cond,5,5
Qanaqer Zeytun,87000,qare,0,0,3,1,77,0,good_cond,3,5
Qanaqer Zeytun,81500,monolit,1,1,2,1,70,1,good_cond,10,14
Qanaqer Zeytun,170000,monolit,1,1,4,2,146,2,good_cond,12,15
Qanaqer Zeytun,95000,qare,0,1,3,1,83,0,good_cond,6,7
Qanaqer Zeytun,62000,panelayin,0,1,3,1,76,1,bad_cond,6,12
Qanaqer Zeytun,41000,qare,0,1,2,1,53,1,bad_cond,6,6
Qanaqer Zeytun,73000,panelayin,0,1,3,1,66,0,good_cond,3,9
Qanaqer Zeytun,63000,panelayin,0,1,4,1,106,1,norm_cond,6,9
Qanaqer Zeytun,105000,monolit,1,1,3,2,96,2,good_cond,3,14
Qanaqer Zeytun,110000,qare,0,0,5,2,180,2,bad_cond,5,5
Qanaqer Zeytun,175000,monolit,1,1,4,2,145,2,good_cond,5,15
Qanaqer Zeytun,128000,monolit,1,1,4,1,120,2,good_cond,4,10
Qanaqer Zeytun,87000,qare,0,0,4,1,96,1,good_cond,2,5
Qanaqer Zeytun,65000,qare,0,0,3,1,72,1,bad_cond,3,5
Qanaqer Zeytun,29000,qare,0,1,1,1,32,0,bad_cond,2,7
Qanaqer Zeytun,130000,monolit,1,1,3,2,109,1,good_cond,3,14
Kentron,205000,monolit,1,1,3,2,121,3,good_cond,11,17
Kentron,250000,monolit,1,1,4,2,106,0,good_cond,7,9
Kentron,120000,monolit,1,1,2,1,47,0,good_cond,4,13
Kentron,130000,qare,0,0,2,1,70,1,good_cond,5,5
Kentron,200000,monolit,1,1,3,1,72,0,good_cond,2,10
Kentron,200000,monolit,1,1,3,1,72,0,good_cond,2,10
Kentron,215000,monolit,1,1,2,1,50,1,good_cond,10,17
Kentron,230000,monolit,1,1,2,1,77,1,norm_cond,13,16
Kentron,160000,qare,0,0,3,1,75,1,good_cond,2,5
Kentron,290000,monolit,1,1,3,2,120,0,good_cond,3,14
Kentron,200000,qare,0,0,4,1,138,1,good_cond,3,4
Kentron,205000,monolit,1,1,3,2,121,2,good_cond,10,17
Kentron,220000,monolit,1,1,2,1,87,1,good_cond,12,14
Kentron,260000,monolit,1,1,2,1,110,1,good_cond,8,18
Kentron,244000,qare,0,0,3,1,86,1,good_cond,3,5
Kentron,69900,panelayin,0,1,1,1,48,1,bad_cond,9,9
Kentron,88900,qare,0,0,2,1,68,1,bad_cond,5,5
Kentron,250000,monolit,1,1,3,2,110,1,good_cond,7,10
Kentron,200000,monolit,1,1,4,3,175,3,bad_cond,10,14
Kentron,250000,monolit,1,1,2,2,87,1,good_cond,11,14
Kentron,73000,panelayin,0,1,1,1,41,0,bad_cond,4,9
Kentron,140000,qare,0,0,3,1,77,2,good_cond,2,5
Kentron,290000,qare,0,0,4,1,134,1,good_cond,4,4
Kentron,250000,monolit,1,1,3,1,99,3,good_cond,3,17
Kentron,175000,qare,0,0,3,2,84,1,good_cond,5,5
Kentron,109000,qare,0,0,2,1,56,1,good_cond,2,5
Kentron,155000,qare,0,0,3,1,80,1,good_cond,2,4
Kentron,170000,qare,0,0,3,1,82,0,good_cond,4,5
Kentron,77000,qare,0,0,1,1,32,0,good_cond,5,5
Kentron,90000,qare,0,0,2,1,40,1,good_cond,2,4
Kentron,175000,monolit,1,0,3,2,100,1,good_cond,3,5
Kentron,200000,qare,0,0,5,2,133,3,good_cond,4,5
Kentron,260000,monolit,1,1,3,3,110,1,good_cond,10,13
Kentron,250000,qare,0,0,3,2,100,1,good_cond,2,5
Kentron,250000,qare,0,0,3,2,85,2,good_cond,2,5
Kentron,225000,monolit,1,1,3,1,85,0,good_cond,7,12
Kentron,168000,qare,0,0,4,1,138,0,good_cond,4,4
Kentron,290000,monolit,1,1,3,2,120,0,good_cond,3,14
Kentron,250000,monolit,1,1,3,2,100,1,good_cond,3,17
Kentron,79000,panelayin,0,1,2,1,66,1,bad_cond,6,9
Kentron,250000,monolit,1,1,2,2,64,1,good_cond,4,16
Kentron,270000,qare,0,0,4,1,140,2,good_cond,3,5
Kentron,115000,qare,0,0,2,1,39,1,good_cond,4,5
Kentron,160000,monolit,1,1,2,1,46,1,good_cond,3,15
Kentron,280000,monolit,1,1,2,1,80,1,good_cond,6,14
Kentron,167000,qare,0,0,3,1,69,0,good_cond,2,5
Kentron,210000,qare,0,1,3,1,88,2,good_cond,5,7
Kentron,270000,qare,0,1,3,2,114,1,good_cond,6,6
Kentron,255000,monolit,0,1,3,2,100,1,good_cond,10,17
Kentron,275000,qare,0,0,3,2,90,1,good_cond,3,5
Kentron,110000,qare,0,0,3,2,108,1,good_cond,1,4
Kentron,110000,qare,0,0,3,2,108,1,good_cond,1,4
Kentron,129000,monolit,1,1,3,1,70,0,good_cond,14,14
Kentron,110000,qare,0,0,2,1,62,0,good_cond,2,4
Kentron,140000,qare,0,0,3,1,110,2,good_cond,5,5
Kentron,170000,monolit,1,1,2,1,65,0,good_cond,4,11
Kentron,200000,monolit,1,1,2,1,52,1,good_cond,9,17
Kentron,158000,monolit,1,1,1,1,41,1,good_cond,11,17
Kentron,225000,monolit,1,1,3,2,100,1,bad_cond,17,18
Kentron,62000,monolit,1,1,2,2,62,1,bad_cond,7,10
Kentron,92000,monolit,1,1,3,2,92,1,bad_cond,8,10
Kentron,69000,monolit,1,1,2,2,69,1,bad_cond,7,10
Kentron,125000,monolit,1,1,4,3,125,2,bad_cond,7,10
Kentron,88000,monolit,1,1,2,2,88,2,bad_cond,10,17
Kentron,200000,qare,0,0,4,2,174,2,good_cond,3,4
Kentron,125000,qare,0,0,2,1,75,0,bad_cond,3,4
Kentron,165000,panelayin,0,1,3,2,85,1,good_cond,9,10
Kentron,175000,qare,0,1,2,1,70,1,good_cond,6,7
Kentron,60000,monolit,1,1,1,1,38,1,good_cond,4,16
Kentron,140000,qare,0,0,3,1,104,2,good_cond,4,4
Kentron,230000,monolit,1,1,4,2,124,0,good_cond,4,6
Kentron,96500,monolit,1,1,2,1,46,1,bad_cond,14,18
Kentron,75000,panelayin,0,1,2,1,63,1,bad_cond,5,9
Kentron,138000,monolit,1,1,2,1,57,1,good_cond,3,14
Kentron,159000,monolit,1,1,2,1,45,1,good_cond,12,18
Kentron,290000,monolit,1,1,3,2,139,1,good_cond,15,17
Kentron,175000,monolit,0,1,3,2,80,2,good_cond,8,10
Kentron,90000,panelayin,0,1,2,1,84,0,norm_cond,5,14
Kentron,260000,monolit,1,1,3,2,107,1,good_cond,10,14
Kentron,170000,qare,0,0,3,1,93,1,norm_cond,4,5
Kentron,180000,monolit,1,1,2,1,76,1,good_cond,3,14
Kentron,150000,monolit,1,1,2,1,55,0,good_cond,7,14
Kentron,199000,qare,0,0,5,2,135,3,good_cond,4,5
Kentron,165000,monolit,1,1,2,1,58,1,good_cond,5,15
Kentron,145000,panelayin,0,1,4,1,93,2,norm_cond,3,9
Kentron,170000,qare,0,0,4,2,110,1,good_cond,4,5
Kentron,158000,qare,0,0,3,2,103,1,good_cond,5,5
Kentron,250000,monolit,1,1,3,1,101,1,good_cond,10,18
Kentron,75000,qare,0,0,2,1,40,1,norm_cond,3,5
Kentron,180000,monolit,1,1,3,1,75,1,good_cond,3,12
Kentron,43000,monolit,0,1,1,1,41,0,bad_cond,10,10
Kentron,240000,qare,0,0,5,1,170,3,norm_cond,3,4
Kentron,160000,monolit,1,1,2,1,47,1,good_cond,8,15
Kentron,92000,qare,0,0,2,1,37,0,good_cond,4,4
Kentron,165000,qare,0,0,3,1,83,1,good_cond,2,5
Kentron,145000,qare,0,0,3,1,76,0,norm_cond,2,4
Kentron,185000,panelayin,0,1,4,2,100,1,good_cond,9,9
Kentron,84000,qare,0,0,2,1,60,0,good_cond,2,5
Kentron,130000,panelayin,0,1,3,1,95,1,bad_cond,8,10
Kentron,150000,panelayin,0,1,2,1,68,1,good_cond,6,11
Kentron,120000,monolit,1,1,2,1,51,0,good_cond,3,10
Kentron,250000,monolit,1,1,3,1,93,0,good_cond,6,10
Kentron,200000,qare,0,0,3,2,137,1,good_cond,4,4
Kentron,205000,qare,0,0,3,2,84,2,good_cond,3,5
Kentron,250000,monolit,1,1,2,1,55,1,good_cond,11,14
Kentron,255000,monolit,1,1,3,1,79,1,good_cond,9,10
Kentron,275000,monolit,1,1,3,1,90,1,good_cond,12,18
Kentron,175000,panelayin,0,1,3,1,85,1,good_cond,6,9
Kentron,60000,qare,0,0,2,1,36,1,good_cond,4,4
Kentron,150000,monolit,1,1,2,2,50,1,good_cond,13,13
Kentron,177000,monolit,1,1,2,1,50,1,good_cond,8,15
Kentron,250000,qare,0,0,3,2,90,1,good_cond,2,5
Kentron,220000,monolit,1,1,3,3,134,2,good_cond,8,12
Kentron,72000,qare,0,0,2,1,68,1,bad_cond,3,4
Kentron,230000,qare,0,0,3,2,116,2,good_cond,4,4
Kentron,158000,monolit,1,1,2,1,52,1,bad_cond,9,16
Kentron,238000,monolit,1,1,2,2,70,1,good_cond,11,11
Kentron,240000,qare,0,0,4,2,135,1,norm_cond,2,5
Kentron,105000,panelayin,0,1,2,1,52,0,good_cond,6,12
Kentron,226000,monolit,1,1,2,1,80,1,bad_cond,10,16
Kentron,175000,monolit,1,1,2,1,50,1,good_cond,2,15
Kentron,115000,monolit,1,1,1,1,36,0,good_cond,3,15
Kentron,169000,monolit,1,1,1,1,43,0,good_cond,5,15
Kentron,202000,monolit,1,1,2,1,83,1,bad_cond,9,16
Kentron,110000,monolit,1,1,1,1,28,0,good_cond,12,16
Kentron,230000,monolit,1,1,2,1,62,1,good_cond,6,16
Kentron,149000,qare,0,0,3,1,63,0,good_cond,4,4
Kentron,245000,monolit,1,1,3,2,108,1,good_cond,7,10
Kentron,110000,qare,0,0,2,1,61,0,good_cond,2,5
Kentron,260000,monolit,1,1,2,1,110,1,good_cond,6,18
Kentron,119000,qare,0,0,2,1,56,1,good_cond,4,4
Kentron,160000,qare,0,0,4,2,98,1,good_cond,4,4
Kentron,270000,monolit,1,1,3,2,101,1,good_cond,6,6
Kentron,225000,monolit,1,1,2,1,90,2,good_cond,11,15
Kentron,280000,qare,0,0,3,1,98,1,good_cond,2,5
Kentron,199000,monolit,1,1,3,1,76,0,good_cond,6,10
Kentron,145000,qare,0,0,3,2,95,1,norm_cond,2,4
Kentron,87000,panelayin,0,1,1,1,46,1,norm_cond,3,10
Kentron,80000,qare,0,0,1,1,40,1,bad_cond,4,5
Kentron,195000,monolit,1,1,3,2,100,0,good_cond,4,6
Kentron,175000,monolit,1,1,3,1,85,0,good_cond,6,12
Kentron,180000,monolit,1,1,3,1,73,1,good_cond,4,18
Kentron,77000,panelayin,0,1,2,1,40,0,good_cond,5,9
Kentron,120000,qare,0,1,3,1,75,1,good_cond,6,6
Kentron,162000,monolit,1,1,2,1,41,0,good_cond,5,15
Kentron,92000,panelayin,0,1,3,1,96,1,good_cond,2,9
Kentron,169000,monolit,1,1,3,2,70,0,good_cond,2,9
Kentron,200000,monolit,1,1,3,2,125,2,norm_cond,4,6
Kentron,95200,monolit,1,1,2,1,56,0,norm_cond,4,6
Kentron,73000,panelayin,0,1,1,1,38,1,good_cond,3,9
Kentron,73000,panelayin,0,1,1,1,38,1,good_cond,3,9
Kentron,65000,panelayin,0,1,1,1,39,0,norm_cond,9,11
Kentron,82000,panelayin,0,1,3,1,80,1,bad_cond,2,9
Kentron,265000,monolit,1,1,3,1,140,2,good_cond,15,17
Kentron,125000,panelayin,0,1,2,1,45,0,good_cond,12,12
Kentron,198000,qare,0,0,4,1,96,0,good_cond,3,5
Kentron,117700,panelayin,0,1,3,1,83,1,bad_cond,6,9
Kentron,188500,qare,0,1,3,1,89,1,good_cond,6,9
Kentron,110000,panelayin,0,1,2,1,60,0,good_cond,3,9
Kentron,120000,qare,0,0,3,1,68,1,good_cond,2,5
Kentron,66500,qare,0,0,1,1,34,1,norm_cond,3,5
Kentron,66500,qare,0,0,1,1,34,1,norm_cond,3,5
Kentron,125000,monolit,1,1,2,1,48,0,good_cond,10,15
Kentron,205500,monolit,1,1,3,1,80,0,good_cond,10,11
Kentron,269500,monolit,1,1,3,1,105,0,good_cond,10,11
Kentron,156650,monolit,1,1,2,1,45,0,good_cond,10,11
Kentron,199800,monolit,1,1,2,1,75,0,good_cond,10,11
Kentron,259000,monolit,1,1,2,1,87,1,good_cond,18,23
Kentron,190000,qare,0,0,2,1,71,2,good_cond,5,5
Kentron,100000,monolit,1,1,1,1,30,0,good_cond,4,17
Kentron,100000,qare,0,0,1,1,36,1,good_cond,2,5
Kentron,195000,monolit,1,1,2,1,85,1,norm_cond,10,17
Kentron,210000,monolit,1,1,3,1,91,2,good_cond,10,13
Kentron,210000,monolit,1,1,3,1,93,2,good_cond,10,13
Kentron,210000,monolit,1,1,2,1,85,1,bad_cond,10,18
Kentron,165000,qare,0,0,3,2,66,2,good_cond,4,4
Kentron,90000,monolit,1,1,1,1,40,0,good_cond,2,8
Kentron,115000,qare,0,0,2,1,55,0,good_cond,3,4
Kentron,100000,qare,0,0,1,1,45,0,good_cond,4,5
Kentron,115000,panelayin,0,1,2,1,58,0,good_cond,6,11
Kentron,90000,qare,0,0,1,1,40,1,good_cond,2,3
Kentron,87000,qare,0,1,1,1,40,1,good_cond,3,6
Kentron,97000,qare,0,0,1,1,33,0,good_cond,2,5
Kentron,165000,monolit,1,1,3,2,94,1,good_cond,7,9
Kentron,220000,qare,0,1,4,2,140,3,norm_cond,3,6
Kentron,140000,panelayin,0,1,3,1,80,1,good_cond,3,9
Kentron,225000,monolit,1,1,3,1,90,0,bad_cond,5,10
Kentron,185000,panelayin,0,1,3,1,100,1,good_cond,3,9
Kentron,89500,panelayin,0,1,2,1,44,0,good_cond,8,10
Kentron,233000,monolit,1,1,3,2,99,1,norm_cond,16,19
Kentron,220000,qare,0,0,4,2,132,0,good_cond,6,5
Kentron,200000,panelayin,0,1,4,2,127,1,norm_cond,8,13
Kentron,215000,qare,0,0,3,2,93,0,good_cond,5,5
Kentron,81000,qare,0,0,2,1,80,1,norm_cond,4,4
Kentron,140000,qare,0,0,3,1,105,1,good_cond,5,5
Kentron,272000,monolit,1,1,3,1,75,1,good_cond,6,10
Kentron,255000,monolit,1,1,3,1,94,0,good_cond,3,10
Kentron,11000,monolit,1,1,5,3,262,2,good_cond,6,18
Kentron,150000,monolit,0,1,3,2,77,1,good_cond,7,11
Kentron,155000,monolit,1,1,3,1,135,0,good_cond,4,11
Kentron,165000,qare,0,0,3,2,98,0,good_cond,5,5
Kentron,105000,qare,0,0,2,1,104,0,bad_cond,1,5
Kentron,200000,monolit,1,1,4,2,135,1,good_cond,5,10
Kentron,165000,monolit,1,1,3,2,94,1,good_cond,5,7
Kentron,115000,monolit,1,1,4,2,120,2,good_cond,14,14
Kentron,75000,panelayin,0,1,3,1,78,1,good_cond,9,9
Kentron,245000,monolit,1,1,3,2,120,2,good_cond,5,6
Kentron,98000,qare,0,0,3,1,90,2,norm_cond,3,4
Kentron,95000,monolit,1,0,2,2,51,0,good_cond,2,5
Kentron,100000,monolit,1,0,2,1,61,0,good_cond,2,5
Kentron,125000,monolit,1,1,3,2,100,0,good_cond,7,14
Kentron,64500,monolit,1,1,2,1,55,1,good_cond,12,14
Kentron,70000,monolit,1,1,2,1,48,1,good_cond,10,14
Kentron,75000,panelayin,0,1,1,1,40,1,good_cond,6,10
Kentron,109000,qare,0,0,2,1,55,1,good_cond,3,4
Kentron,255000,monolit,1,1,4,2,164,2,good_cond,9,17
Kentron,165000,qare,0,0,3,1,85,1,good_cond,2,5
Kentron,107000,monolit,1,1,3,2,86,1,good_cond,9,14
Kentron,135000,monolit,1,1,2,1,72,1,good_cond,5,13
Kentron,180000,monolit,1,1,3,2,80,1,good_cond,8,12
Kentron,55000,panelayin,0,1,2,1,40,1,good_cond,13,14
Kentron,260000,monolit,1,0,3,2,172,2,good_cond,2,5
Kentron,137000,monolit,1,0,3,2,89,1,good_cond,1,5
Kentron,56000,monolit,1,0,1,1,43,1,bad_cond,2,5
Kentron,175000,monolit,1,1,4,2,106,1,bad_cond,2,6
Kentron,205000,monolit,1,1,4,2,125,2,bad_cond,6,10
Kentron,250000,monolit,1,1,3,2,106,1,good_cond,4,6
Kentron,87000,panelayin,0,1,2,1,80,1,good_cond,8,14
Kentron,65000,monolit,1,1,1,1,54,1,good_cond,10,14
Kentron,200000,monolit,1,0,3,2,145,0,good_cond,1,4
Kentron,135000,monolit,1,1,3,2,111,1,bad_cond,8,12
Kentron,55000,qare,0,0,1,1,38,1,norm_cond,3,5
Kentron,49000,panelayin,0,1,1,1,43,0,norm_cond,5,9
Kentron,187000,monolit,1,1,3,1,113,1,good_cond,5,12
Kentron,235000,monolit,1,0,3,2,151,2,bad_cond,3,5
Kentron,135000,panelayin,0,1,3,1,98,2,norm_cond,2,9
Kentron,175000,monolit,1,1,3,1,104,1,good_cond,5,16
Kentron,200000,monolit,1,1,2,2,90,2,good_cond,8,9
Kentron,88000,monolit,0,1,2,1,77,0,good_cond,11,16
Kentron,145000,monolit,1,1,3,3,134,2,bad_cond,7,10
Kentron,85000,qare,0,0,1,1,40,1,good_cond,4,5
Kentron,120000,qare,0,0,3,1,80,1,good_cond,4,4
Kentron,95000,qare,0,0,3,1,90,2,bad_cond,4,4
Kentron,220000,monolit,1,1,3,2,127,2,bad_cond,10,13
Kentron,178000,monolit,1,1,3,1,120,2,good_cond,11,14
Kentron,134000,panelayin,0,1,4,2,97,1,good_cond,6,12
Kentron,175000,monolit,1,0,3,1,82,1,good_cond,3,5
Kentron,110000,panelayin,0,1,3,1,97,1,good_cond,10,12
Kentron,131400,monolit,1,1,2,1,73,0,bad_cond,5,6
Kentron,120000,monolit,1,1,3,1,76,1,good_cond,10,16
Kentron,129000,panelayin,0,1,3,1,85,0,good_cond,12,16
Kentron,115000,monolit,1,0,4,2,110,0,norm_cond,1,4
Kentron,95000,monolit,1,1,2,1,54,1,good_cond,4,14
Kentron,95000,monolit,1,1,2,1,56,1,good_cond,4,16
Kentron,135000,monolit,1,1,4,2,105,1,good_cond,2,6
Kentron,56000,panelayin,0,1,2,1,41,1,good_cond,5,11
Kentron,50000,qare,0,0,2,1,58,1,bad_cond,2,2
Kentron,280000,monolit,1,1,3,2,121,3,good_cond,3,15
Kentron,255000,monolit,1,1,4,2,105,2,good_cond,3,6
Kentron,120000,panelayin,0,1,3,1,110,0,norm_cond,5,10
Kentron,77000,panelayin,0,1,3,1,80,1,good_cond,11,14
Kentron,155000,monolit,1,1,2,1,88,0,norm_cond,5,14
Kentron,88500,monolit,1,1,3,1,77,1,bad_cond,1,6
Kentron,88000,monolit,1,1,2,1,51,1,good_cond,2,16
Kentron,65000,panelayin,0,1,3,1,72,1,good_cond,10,10
Kentron,65000,panelayin,0,1,2,1,43,0,good_cond,4,9
Kentron,240000,monolit,1,1,3,2,120,1,bad_cond,21,22
Kentron,70000,monolit,0,1,2,1,68,1,norm_cond,7,9
Kentron,220000,monolit,1,1,3,2,105,1,good_cond,3,15
Kentron,178000,monolit,1,1,3,2,120,2,good_cond,11,14
Kentron,285000,monolit,1,1,3,2,107,0,good_cond,2,7
Malatia Sebastia,45000,panelayin,0,1,1,1,48,0,good_cond,2,9
Malatia Sebastia,50000,panelayin,0,1,3,1,74,0,norm_cond,9,9
Malatia Sebastia,85000,panelayin,0,1,3,1,71,0,good_cond,1,9
Malatia Sebastia,72000,panelayin,0,1,3,1,95,1,good_cond,7,9
Malatia Sebastia,69000,panelayin,0,1,3,1,83,1,good_cond,5,14
Malatia Sebastia,120000,panelayin,0,1,3,2,80,0,good_cond,5,14
Malatia Sebastia,38000,monolit,1,0,1,1,32,1,good_cond,2,4
Malatia Sebastia,85000,panelayin,0,1,3,1,82,0,good_cond,2,14
Nor Norq,37500,panelayin,0,1,1,1,41,0,norm_cond,7,12
Nor Norq,62000,panelayin,0,1,3,1,78,1,good_cond,7,9
Nor Norq,149000,monolit,1,1,3,2,141,1,norm_cond,5,16
Nor Norq,47500,monolit,1,1,2,1,50,1,bad_cond,3,6
Nor Norq,66500,monolit,1,1,2,2,70,1,bad_cond,3,6
Nor Norq,299000,monolit,1,1,4,1,141,0,good_cond,13,16
Nor Norq,47000,monolit,1,1,2,1,47,1,good_cond,5,9
Nor Norq,88000,monolit,0,1,3,1,90,0,good_cond,7,12
Nor Norq,147000,monolit,1,1,3,1,141,1,bad_cond,5,15
Nor Norq,92400,monolit,1,1,3,2,84,1,bad_cond,2,6
Nor Norq,45000,panelayin,0,1,2,1,67,1,bad_cond,4,9
Nor Norq,57000,panelayin,0,0,3,1,64,1,good_cond,2,5
Nor Norq,112000,monolit,1,1,3,1,81,0,good_cond,4,16
Nor Norq,89000,monolit,1,1,3,1,75,1,bad_cond,11,16
Nor Norq,77000,qare,0,0,3,1,68,1,good_cond,3,5
Nor Norq,80000,monolit,1,0,3,1,95,0,norm_cond,3,3
Nor Norq,53000,panelayin,0,1,2,1,60,1,norm_cond,5,9
Nor Norq,75000,panelayin,0,1,3,1,62,1,norm_cond,3,12
Nor Norq,52000,panelayin,0,1,3,1,76,2,norm_cond,4,9
Nor Norq,75000,panelayin,0,1,4,1,120,1,bad_cond,4,9
Nor Norq,35000,kasetayin,0,0,1,1,36,1,bad_cond,2,5
Nor Norq,210000,monolit,1,1,3,2,141,1,good_cond,10,16
Nor Norq,85000,qare,0,0,3,2,115,1,good_cond,1,5
Nor Norq,65000,monolit,0,1,2,1,79,0,norm_cond,10,15
Nor Norq,155000,monolit,1,0,3,2,82,0,good_cond,1,3
Shengavit,85000,qare,0,0,3,1,96,1,norm_cond,4,4
Shengavit,69000,qare,0,0,3,1,75,1,norm_cond,3,4
Shengavit,130000,qare,0,0,4,2,155,2,good_cond,3,4
Shengavit,150000,monolit,1,1,3,2,104,1,good_cond,11,11
Shengavit,85000,qare,0,0,3,2,101,0,good_cond,1,4
Shengavit,49500,qare,0,0,2,1,65,1,bad_cond,5,5
Shengavit,64000,qare,0,0,2,1,67,0,norm_cond,2,5
Shengavit,47000,qare,0,0,2,1,60,1,norm_cond,3,3
Shengavit,49000,qare,0,0,3,1,70,0,good_cond,1,2
Shengavit,85000,qare,0,0,3,1,94,0,good_cond,4,4
Shengavit,35000,qare,0,0,1,1,36,0,good_cond,3,3
Shengavit,64000,qare,0,0,3,1,75,2,good_cond,4,5
Adjapnyak,77000,panelayin,0,1,3,2,87,0,good_cond,1,9
Adjapnyak,65000,qare,0,0,3,1,87,0,good_cond,2,5
Adjapnyak,65000,monolit,1,1,2,1,50,1,good_cond,3,6
Adjapnyak,76000,monolit,1,0,4,2,140,0,bad_cond,1,5
Adjapnyak,120000,monolit,1,1,4,2,137,1,norm_cond,11,14
Adjapnyak,75000,panelayin,0,1,3,1,75,0,good_cond,9,9
Adjapnyak,53000,panelayin,0,1,3,1,80,1,good_cond,5,9
Adjapnyak,140000,monolit,1,1,4,2,135,1,good_cond,6,7
Adjapnyak,57000,panelayin,0,1,2,1,67,1,good_cond,2,9
Adjapnyak,37000,panelayin,0,1,1,1,51,1,bad_cond,11,16
Adjapnyak,56000,panelayin,0,1,2,1,72,0,good_cond,1,9
Adjapnyak,250000,monolit,1,0,5,2,170,0,good_cond,2,5
Adjapnyak,155000,monolit,1,1,4,2,140,2,good_cond,5,6
Adjapnyak,54000,panelayin,0,1,2,1,52,1,good_cond,5,9
Adjapnyak,60000,qare,1,0,4,2,120,1,bad_cond,1,1
Adjapnyak,38000,qare,0,0,1,1,30,1,good_cond,2,5
Adjapnyak,68000,panelayin,0,1,3,1,98,2,norm_cond,3,9
Adjapnyak,82000,monolit,1,1,2,1,60,0,good_cond,2,10
Adjapnyak,35000,panelayin,0,1,1,1,42,1,good_cond,11,12
Adjapnyak,32000,panelayin,0,1,1,1,42,1,good_cond,8,9
Adjapnyak,48000,panelayin,0,1,1,1,54,1,norm_cond,6,10
Adjapnyak,51000,monolit,1,0,3,1,58,0,good_cond,2,5
Adjapnyak,88000,qare,0,0,3,1,76,0,norm_cond,4,4
Adjapnyak,60000,panelayin,0,1,3,1,78,1,good_cond,8,9
Adjapnyak,60500,monolit,1,1,1,1,52,1,good_cond,7,12
