public_id,price_amd,price_per_sqm_amd,total_area,living_area,kitchen_area,rooms,bathrooms,ceiling_height,floor,balcony_count,has_loggia,has_parking,has_storage,condition,heating,ownership_docs,lat,lon,building_type,construction_year,total_floors,has_elevator,seismic_retrofit,district_slug
Y21-B2455053,65494000,935629,70,,,3,1,,6,1,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-A5F15BDE,65494000,1039587,63,,,2,1,,9,1,,,,EURO_RENOVATION,,,,,MONOLITH,,10,true,,kentron
Y21-31D62849,118393000,730821,162,,,4,1,,2,0,,,,NEEDS_REPAIR,,,,,MONOLITH,,17,true,,kentron
Y21-A7A30AB8,67005400,807294,83,,,3,1,,9,0,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,16,true,,kentron
Y21-16A580A0,45342000,482362,94,,,3,1,,4,2,,,,EURO_RENOVATION,,,,,PANEL,,12,true,,kentron
Y21-3F9E8129,61463600,731710,84,,,4,3,,2,0,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-34F0690F,7557000,188925,40,,,2,1,,1,0,,,,NEEDS_REPAIR,,,,,STONE,,1,false,,kentron
Y21-60A6D436,56425600,587767,96,,,4,1,,8,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-F7E4F44F,73051000,1043586,70,,,3,1,,3,0,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-8567A821,137033600,1827115,75,,,3,1,,6,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-EFDA39FF,60456000,806080,75,,,3,1,,4,0,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-4111827A,138545000,706862,196,,,5,1,,5,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-2D901C34,90180200,540001,167,,,6,2,,12,2,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,13,true,,kentron
Y21-B6261634,28212800,386477,73,,,2,1,,1,1,,,,GOOD,,,,,STONE,,5,false,,kentron
Y21-B554B380,31235600,446223,70,,,3,1,,5,1,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-D05E5421,68013000,687000,99,,,4,2,,4,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-A43995EA,45342000,492848,92,,,3,1,,4,0,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-707031A7,58440800,749241,78,,,2,1,,4,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,11,true,,kentron
Y21-AB9A8A66,58440800,739757,79,,,2,1,,4,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,11,true,,kentron
Y21-B204ADFF,47861000,1196525,40,,,2,1,,4,0,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-209823AE,47861000,854661,56,,,1,1,,10,0,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-FA6753DE,105798000,1469417,72,,,3,1,,1,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-B88B36AC,66753500,1483411,45,,,2,1,,5,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-3025F56A,25693800,676153,38,,,1,1,,4,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-9E9391C6,69020600,1030158,67,,,2,1,,3,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,6,true,,kentron
Y21-447A7809,72043400,766419,94,,,3,2,,1,1,,,,EURO_RENOVATION,,,,,STONE,,3,false,,kentron
Y21-620A835F,40304000,650065,62,,,2,1,,5,1,,,,GOOD,,,,,STONE,,5,false,,kentron
Y21-21E8487E,125446200,784039,160,,,4,2,,4,2,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-9C2DB2FE,80608000,822531,98,,,3,1,,6,1,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-D3E69D72,55418000,955483,58,,,2,1,,10,1,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-BD4E3F1F,25190000,629750,40,,,1,1,,6,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,12,true,,kentron
Y21-33145828,63478800,477284,133,,,5,2,,3,2,,,,GOOD,,,,,NEW_BUILD,,12,true,,kentron
Y21-9B8522EE,78089000,679035,115,,,4,2,,3,2,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-7BCE7881,75570000,719714,105,,,3,1,,5,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-6021C51A,43326800,618954,70,,,3,1,,5,1,,,,GOOD,,,,,STONE,,7,true,,kentron
Y21-D995A275,64486400,921234,70,,,3,1,,13,1,,,,EURO_RENOVATION,,,,,PANEL,,16,true,,kentron
Y21-860C817D,68516800,978811,70,,,3,1,,5,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-0CC58B85,40304000,639746,63,,,3,1,,6,1,,,,EURO_RENOVATION,,,,,MONOLITH,,9,true,,kentron
Y21-FBCD109C,23678600,1315478,18,,,1,1,,3,0,,,,NEEDS_REPAIR,,,,,STONE,,3,false,,kentron
Y21-40168240,85646000,1223514,70,,,3,1,,2,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-5C721B92,63982600,1279652,50,,,2,1,,2,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-3478F600,24938100,656266,38,,,1,1,,4,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,13,true,,kentron
Y21-5BBF9B8D,75066200,974886,77,,,3,2,,7,2,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-5B318747,130988000,1082545,121,,,4,2,,3,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-62D192B9,26197600,1007600,26,,,1,1,,2,0,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-AABC939D,49876200,525013,95,,,3,1,,3,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-B62E6434,46349600,503800,92,,,4,1,,7,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-65E88F1E,148621000,1061579,140,,,4,1,,7,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,17,true,,kentron
Y21-F10B7C6E,37785000,899643,42,,,2,1,,2,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-29CF7095,31235600,446223,70,,,3,1,,5,1,,,,GOOD,,,,,STONE,,5,false,,kentron
Y21-D6560E5F,31235600,446223,70,,,3,1,,5,1,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-BC038AE5,50380000,1007600,50,,,2,1,,5,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-B46C88C0,37785000,517603,73,,,3,2,,4,1,,,,GOOD,,,,,STONE,,5,false,,kentron
Y21-E4320A4B,50380000,559778,90,,,4,1,,1,2,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-4CE64E8E,40304000,335867,120,,,3,1,,3,0,,,,EURO_RENOVATION,,,,,STONE,,3,false,,kentron
Y21-4CCB2DE1,31235600,679035,46,,,2,1,,2,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,12,true,,kentron
Y21-234D82E0,84134600,1502404,56,,,2,1,,3,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,8,true,,kentron
Y21-D3524FB1,34510300,639080,54,,,3,1,,14,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-B8F1D805,141064000,1454268,97,,,2,1,,4,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,7,true,,kentron
Y21-67C034FC,74562400,828471,90,,,3,1,,9,0,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-C1B3DFC2,70532000,705320,100,,,3,1,,4,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-C434B09F,52899000,661238,80,,,3,2,,2,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-B95609C4,110836000,1055581,105,,,3,2,,3,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,21,true,,kentron
Y21-127F8E5C,90684000,1105902,82,,,3,1,,1,0,,,,GOOD,,,,,PANEL,,2,false,,kentron
Y21-1E8FB657,38792600,606134,64,,,1,2,,8,1,,,,GOOD,,,,,NEW_BUILD,,8,true,,kentron
Y21-1B4FF3D0,37785000,944625,40,,,2,1,,8,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,8,true,,kentron
Y21-89C98ED6,26197600,654940,40,,,1,1,,4,1,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-4BFE4F46,90684000,816973,111,,,3,1,,5,0,,,,NEEDS_REPAIR,,,,,MONOLITH,,8,true,,kentron
Y21-1E140FD8,35266000,518618,68,,,2,1,,8,2,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-352CA89E,105798000,1007600,105,,,2,2,,8,1,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,14,true,,kentron
Y21-5B15F481,68013000,957930,71,,,2,1,,5,2,,,,GOOD,,,,,STONE,,8,true,,kentron
Y21-38A88D8C,25190000,484423,52,,,2,1,,1,1,,,,EURO_RENOVATION,,,,,STONE,,6,true,,kentron
Y21-CBF378B5,68013000,739272,92,,,3,1,,5,2,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-2A5D34B9,45342000,503800,90,,,3,1,,7,1,,,,GOOD,,,,,PANEL,,10,true,,kentron
Y21-9F3D2BCC,37785000,444529,85,,,5,1,,2,0,,,,NEEDS_REPAIR,,,,,STONE,,2,false,,kentron
Y21-98D1E45C,30228000,755700,40,,,1,1,,13,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-7A2E50D0,47861000,997104,48,,,2,1,,2,0,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-40322372,85646000,873939,98,,,3,1,,6,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-CAE3DEDD,122171500,604809,202,,,3,2,,1,1,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,5,false,,kentron
Y21-C2CDE7CE,60456000,795474,76,,,3,1,,10,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,16,true,,kentron
Y21-92F9A2C1,56425600,527342,107,,,3,2,,3,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,5,false,,kentron
Y21-AE1F6AC0,42823000,778600,55,,,1,1,,15,1,,,,GOOD,,,,,PANEL,,16,true,,kentron
Y21-8AB08134,31235600,466203,67,,,2,1,,8,1,,,,GOOD,,,,,PANEL,,10,true,,kentron
Y21-A3BAA822,80608000,1343467,60,,,2,1,,5,0,,,,EURO_RENOVATION,,,,,MONOLITH,,16,true,,kentron
Y21-422DA5B7,113355000,977198,116,,,5,1,,1,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-098E4C9D,32747000,367944,89,,,5,1,,2,0,,,,NEEDS_REPAIR,,,,,STONE,,2,false,,kentron
Y21-70655BA4,68013000,708469,96,,,3,1,,3,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-979FD956,73051000,664100,110,,,4,2,,10,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-5CD32434,50380000,614390,82,,,3,2,,3,1,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-216EF721,32747000,818675,40,,,2,1,,11,0,,,,EURO_RENOVATION,,,,,MONOLITH,,11,true,,kentron
Y21-752FD340,60456000,863657,70,,,2,1,,8,0,,,,NEEDS_REPAIR,,,,,PANEL,,11,true,,kentron
Y21-FB0BBCB8,29724200,743105,40,,,1,2,,5,0,,,,GOOD,,,,,MONOLITH,,11,true,,kentron
Y21-DC789602,89676400,996404,90,,,4,1,,4,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-F322818A,55418000,738907,75,,,2,1,,5,0,,,,EURO_RENOVATION,,,,,STONE,,6,true,,kentron
Y21-F9530E6B,44838200,659385,68,,,3,1,,3,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-41C928C5,28716600,683729,42,,,2,1,,6,1,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-5867E56F,29220400,649342,45,,,2,1,,4,1,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-9FAEA60E,63982600,984348,65,,,2,1,,7,1,,,,EURO_RENOVATION,,,,,MONOLITH,,9,true,,kentron
Y21-281D3120,80608000,760453,106,,,3,1,,3,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,13,true,,kentron
Y21-70B9E304,105798000,1079571,98,,,3,1,,4,0,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-7D98177D,105798000,813831,130,,,4,2,,15,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,17,true,,kentron
Y21-2E8622E6,79096600,952971,83,,,2,3,,2,1,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-95731D58,40304000,523429,77,,,3,1,,1,0,,,,EURO_RENOVATION,,,,,STONE,,2,false,,kentron
Y21-C3154581,62975000,767988,82,,,3,1,,1,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-67A123C1,70028200,555779,126,,,4,1,,5,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-D0699C53,33250800,437511,76,,,2,1,,13,1,,,,GOOD,,,,,PANEL,,13,true,,kentron
Y21-47FB9D0D,100760000,1399444,72,,,2,1,,2,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-D8FB5271,56425600,829788,68,,,3,1,,8,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-E49801C3,125950000,899643,140,,,5,2,,3,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-8C88A750,46349600,532754,87,,,4,3,,9,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-34622BFA,70532000,1007600,70,,,2,1,,4,1,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,17,true,,kentron
Y21-2E25EFF0,65494000,654940,100,,,3,1,,5,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-87836449,55418000,989607,56,,,2,1,,4,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-A7E3A90E,26197600,485141,54,,,2,1,,2,0,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-0CCB25B1,42823000,658815,65,,,3,1,,9,1,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,14,true,,kentron
Y21-E869830B,88165000,899643,98,,,3,1,,13,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-53ABBE7B,61967400,860658,72,,,2,1,,9,0,,,,NEEDS_REPAIR,,,,,MONOLITH,,14,true,,kentron
Y21-A676CF8D,47861000,997104,48,,,2,1,,8,0,,,,NEEDS_REPAIR,,,,,STONE,,10,true,,kentron
Y21-07B9F74A,125950000,932963,135,,,5,2,,3,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,11,true,,kentron
Y21-E754E689,43326800,1056751,41,,,1,2,,4,0,,,,EURO_RENOVATION,,,,,MONOLITH,,10,true,,kentron
Y21-BCDFF7AF,60456000,930092,65,,,2,1,,8,1,,,,GOOD,,,,,PANEL,,10,true,,kentron
Y21-352A33A9,70532000,705320,100,,,4,1,,8,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-5B20FBC1,95722000,1519397,63,,,2,1,,12,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-2036FB9A,40304000,523429,77,,,3,1,,2,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-715CA107,61463600,1078309,57,,,2,1,,3,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-EB522F50,125950000,899643,140,,,5,2,,3,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-DDA56CE1,118393000,1183930,100,,,4,1,,4,2,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-766AC8E3,74310500,1109112,67,,,3,1,,2,1,,,,GOOD,,,,,STONE,,3,false,,kentron
Y21-0A437276,52899000,881650,60,,,3,1,,8,0,,,,NEEDS_REPAIR,,,,,PANEL,,16,true,,kentron
Y21-DECE3BFF,57937000,877833,66,,,2,1,,2,0,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-84CDF1C7,44838200,521374,86,,,4,1,,7,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-9E3AB89C,105798000,1216069,87,,,3,1,,5,1,,,,GOOD,,,,,STONE,,6,true,,kentron
Y21-3ABC13B1,35266000,542554,65,,,2,1,,2,0,,,,GOOD,,,,,STONE,,3,false,,kentron
Y21-DA2A4737,115874000,957636,121,,,4,1,,6,0,,,,NEEDS_REPAIR,,,,,PANEL,,10,true,,kentron
Y21-F89FB707,44838200,457533,98,,,4,1,,7,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-C53DC790,44838200,423002,106,,,3,1,,3,2,,,,GOOD,,,,,STONE,,7,true,,kentron
Y21-0F8F03C1,75570000,1049583,72,,,2,1,,3,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-AD78959D,68013000,850163,80,,,3,1,,10,1,,,,GOOD,,,,,MONOLITH,,10,true,,kentron
Y21-FE7EC652,74058600,796329,93,,,3,1,,2,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-612818C3,83127000,1629941,51,,,1,1,,1,0,,,,NEEDS_REPAIR,,,,,MONOLITH,,10,true,,kentron
Y21-B77D5F88,39800200,386410,103,,,3,1,,3,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-EEB8E5E7,68013000,653971,104,,,3,2,,3,1,,,,GOOD,,,,,NEW_BUILD,,3,false,,kentron
Y21-AC507264,60456000,1474537,41,,,2,1,,7,0,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-3769A1E2,46349600,724213,64,,,2,1,,3,2,,,,GOOD,,,,,MONOLITH,,9,true,,kentron
Y21-AD2BFB4C,76577600,969337,79,,,2,1,,13,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-96F4AB6D,53402800,513488,104,,,3,1,,6,0,,,,NEEDS_REPAIR,,,,,PANEL,,16,true,,kentron
Y21-E31E4BBD,31235600,600685,52,,,1,1,,11,1,,,,GOOD,,,,,PANEL,,13,true,,kentron
Y21-CCE0ABCA,90684000,1416938,64,,,3,1,,4,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,16,true,,kentron
Y21-A2828260,99752400,717643,139,,,5,2,,3,2,,,,EURO_RENOVATION,,,,,STONE,,3,false,,kentron
Y21-B772C2AB,22671000,1030500,22,,,1,1,,1,0,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-B04B7D8A,54914200,784489,70,,,2,1,,3,1,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-22CC1FBE,45090100,501001,90,,,3,2,,4,1,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-69098797,75570000,719714,105,,,3,1,,4,0,,,,NEEDS_REPAIR,,,,,STONE,,4,false,,kentron
Y21-0480D5DD,46853400,498440,94,,,2,1,,4,1,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-945E7C8B,90684000,824400,110,,,4,1,,5,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-EBD08913,60456000,657130,92,,,3,1,,7,0,,,,NEEDS_REPAIR,,,,,PANEL,,9,true,,kentron
Y21-B572CFE4,91691600,1256049,73,,,2,1,,4,0,,,,NEEDS_REPAIR,,,,,STONE,,5,false,,kentron
Y21-E423D55E,80456860,1133195,71,,,3,1,,8,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-A3F6EBFD,37785000,539786,70,,,2,1,,7,0,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-BD14360F,37281200,621353,60,,,2,1,,4,1,,,,EURO_RENOVATION,,,,,STONE,,4,false,,kentron
Y21-80000AD4,68013000,566775,120,,,2,1,,3,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,9,true,,kentron
Y21-BAA47795,90684000,1439429,63,,,2,2,,2,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-113169BD,75570000,787188,96,,,4,1,,3,0,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-86DA6A6A,40304000,552110,73,,,3,1,,4,0,,,,NEEDS_REPAIR,,,,,PANEL,,9,true,,kentron
Y21-B59A1FFC,42823000,475811,90,,,3,1,,12,1,,,,EURO_RENOVATION,,,,,PANEL,,12,true,,kentron
Y21-0FBA3D50,37785000,921585,41,,,2,1,,6,1,,,,EURO_RENOVATION,,,,,STONE,,6,true,,kentron
Y21-A50020F2,68013000,523177,130,,,5,2,,7,2,,,,EURO_RENOVATION,,,,,PANEL,,12,true,,kentron
Y21-23F360CA,68013000,523177,130,,,5,2,,7,2,,,,EURO_RENOVATION,,,,,PANEL,,12,true,,kentron
Y21-EEA84B3D,37785000,755700,50,,,2,1,,14,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-DE4716B0,55418000,791686,70,,,2,1,,10,1,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-A8C02F60,84638400,1057980,80,,,3,1,,3,0,,,,NEEDS_REPAIR,,,,,STONE,,6,true,,kentron
Y21-78CCB13A,90684000,1353493,67,,,2,1,,2,0,,,,GOOD,,,,,STONE,,5,false,,kentron
Y21-8517A1DA,80608000,753346,107,,,3,1,,1,1,,,,GOOD,,,,,PANEL,,11,true,,kentron
Y21-6594D0A8,125446200,1608285,78,,,3,1,,9,0,,,,EURO_RENOVATION,,,,,MONOLITH,,10,true,,kentron
Y21-04B61C26,59448400,660538,90,,,3,1,,1,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-776254CB,100760000,1399444,72,,,2,1,,2,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,10,true,,kentron
Y21-100E24BE,45342000,708469,64,,,3,1,,2,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-4F8F709F,89676400,747303,120,,,3,2,,11,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-27F19E95,23174800,579370,40,,,1,1,,4,0,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-4F3BE883,78089000,867656,90,,,4,2,,1,1,,,,NEEDS_REPAIR,,,,,PANEL,,9,true,,kentron
Y21-A393E8A0,88165000,1102063,80,,,3,1,,8,1,,,,EURO_RENOVATION,,,,,STONE,,9,true,,kentron
Y21-BA260A9A,70028200,875353,80,,,3,1,,2,1,,,,EURO_RENOVATION,,,,,STONE,,2,false,,kentron
Y21-80202088,108317000,1083170,100,,,5,2,,9,0,,,,EURO_RENOVATION,,,,,MONOLITH,,9,true,,kentron
Y21-F2C213C0,80608000,732800,110,,,3,2,,11,2,,,,EURO_RENOVATION,,,,,NEW_BUILD,,16,true,,kentron
Y21-76736715,60456000,851493,71,,,2,1,,5,2,,,,NEEDS_REPAIR,,,,,STONE,,8,true,,kentron
Y21-9A2E9D7B,46853400,498440,94,,,3,1,,4,1,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-05F23889,55418000,692725,80,,,2,1,,12,1,,,,GOOD,,,,,PANEL,,12,true,,kentron
Y21-E2CDA303,93203000,745624,125,,,3,1,,3,2,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-0CDC33A3,60456000,687000,88,,,4,2,,4,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,9,true,,kentron
Y21-461A4EE5,60456000,657130,92,,,3,1,,2,2,,,,GOOD,,,,,STONE,,4,false,,kentron
Y21-953A57E0,58440800,1168816,50,,,2,1,,3,1,,,,EURO_RENOVATION,,,,,MONOLITH,,10,true,,kentron
Y21-4F742888,42823000,611757,70,,,2,1,,8,1,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-49B0DEF3,49876200,554180,90,,,3,1,,9,1,,,,GOOD,,,,,PANEL,,11,true,,kentron
Y21-2121774C,62975000,684511,92,,,3,1,,7,0,,,,EURO_RENOVATION,,,,,PANEL,,10,true,,kentron
Y21-3A5FD593,31235600,427885,73,,,2,1,,5,0,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-FE9052C6,78089000,839667,93,,,3,1,,2,2,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-92CB186E,28212800,705320,40,,,1,1,,3,1,,,,EURO_RENOVATION,,,,,STONE,,5,false,,kentron
Y21-577E7431,33754600,259651,130,,,3,2,,2,1,,,,EURO_RENOVATION,,,,,STONE,,3,false,,kentron
Y21-51A4C931,85646000,764696,112,,,3,1,,2,1,,,,GOOD,,,,,STONE,,3,false,,kentron
Y21-7ABAD6F8,41311600,516395,80,,,3,1,,2,1,,,,EURO_RENOVATION,,,,,PANEL,,9,true,,kentron
Y21-9998499C,47861000,683729,70,,,2,1,,9,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-31788447,35215620,525606,67,,,2,1,,9,1,,,,GOOD,,,,,PANEL,,9,true,,kentron
Y21-33570F30,70532000,1282400,55,,,3,1,,5,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,6,true,,kentron
Y21-155186C0,71539600,1324807,54,,,2,1,,6,1,,,,EURO_RENOVATION,,,,,NEW_BUILD,,6,true,,kentron
Y21-B93C8255,47861000,683729,70,,,2,2,,9,0,,,,EURO_RENOVATION,,,,,PANEL,,11,true,,kentron
Y21-75ED1B91,41815400,557539,75,,,2,2,,2,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,5,false,,kentron
Y21-F0B4650B,27709000,494804,56,,,2,1,,2,0,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,4,false,,kentron
Y21-C3A28377,119400600,970737,123,,,5,2,,9,1,,,,NEEDS_REPAIR,,,,,NEW_BUILD,,11,true,,kentron
Y21-6E8A7291,67005400,870200,77,,,3,1,,10,1,,,,EURO_RENOVATION,,,,,PANEL,,12,true,,kentron
Y21-03D75F85,37281200,433502,86,,,3,1,,9,1,,,,GOOD,,,,,PANEL,,10,true,,kentron
Y21-9A508A4D,80608000,1203104,67,,,3,1,,2,1,,,,GOOD,,,,,STONE,,3,false,,kentron
Y21-3ECFF3DB,80608000,895644,90,,,3,1,,3,0,,,,NEEDS_REPAIR,,,,,PANEL,,9,true,,kentron
Y21-EF721167,35769800,993606,36,,,1,1,,9,0,,,,GOOD,,,,,PANEL,,11,true,,kentron
Y21-420AD2B6,55367620,615196,90,,,3,1,,15,0,,,,EURO_RENOVATION,,,,,PANEL,,16,true,,kentron
Y21-70EF35A0,148621000,1651344,90,,,4,1,,7,0,,,,NEEDS_REPAIR,,,,,MONOLITH,,16,true,,kentron
Y21-41007E98,73051000,702413,104,,,3,1,,9,0,,,,EURO_RENOVATION,,,,,NEW_BUILD,,14,true,,kentron
Y21-CC3B4892,57937000,681612,85,,,3,1,,6,0,,,,NEEDS_REPAIR,,,,,PANEL,,10,true,,kentron
Y21-51F782F6,38792600,445892,87,,,3,1,,14,0,,,,GOOD,,,,,PANEL,,14,true,,kentron
